1,50.43187,-3.556007,0,0,2014-11-23T09:53:22.150Z
2,50.431801,-3.556084,233,1.25,2014-11-23T09:58:23.126Z
3,50.431788,-3.556091,230,1.25,2014-11-23T09:58:24.139Z
4,50.431726,-3.556164,223,0.5,2014-11-23T09:58:36.125Z
5,50.431704,-3.556173,223,0.5,2014-11-23T09:58:37.145Z
6,50.431625,-3.556218,217,0.75,2014-11-23T09:58:42.127Z
7,50.431607,-3.556193,184,1,2014-11-23T09:58:43.130Z
8,50.43158,-3.556308,0,0,2014-11-23T10:03:07.134Z
9,50.431598,-3.556339,198,0.25,2014-11-23T10:03:08.124Z
10,50.431678,-3.556396,198,0.5,2014-11-23T10:03:14.133Z
11,50.431684,-3.556396,198,0.5,2014-11-23T10:03:15.125Z
12,50.431761,-3.556392,21,0.75,2014-11-23T10:03:25.133Z
13,50.43178,-3.556383,21,0.5,2014-11-23T10:03:26.133Z
14,50.431861,-3.556332,27,1.25,2014-11-23T10:05:06.135Z
15,50.431877,-3.556333,28,1,2014-11-23T10:05:07.126Z
16,50.431943,-3.556243,57,1.25,2014-11-23T10:07:04.147Z
17,50.431949,-3.556229,57,1.25,2014-11-23T10:07:05.140Z
18,50.432036,-3.556269,31,1.5,2014-11-23T10:07:06.142Z
19,50.432099,-3.556231,17,1,2014-11-23T10:07:34.143Z
20,50.43212,-3.556217,12,1.118,2014-11-23T10:07:35.135Z
21,50.432187,-3.556197,20,1.118,2014-11-23T10:07:40.154Z
22,50.432253,-3.5562,23,1.3463,2014-11-23T10:07:41.126Z
23,50.432328,-3.556154,9,0.9014,2014-11-23T10:08:18.142Z
24,50.432338,-3.556079,9,0.5,2014-11-23T10:08:19.142Z
25,50.432416,-3.556036,342,1.25,2014-11-23T10:08:41.135Z
26,50.432435,-3.556016,2,1.25,2014-11-23T10:08:42.211Z
27,50.432512,-3.556012,7,1.5,2014-11-23T10:08:47.143Z
28,50.432526,-3.555979,21,1.5,2014-11-23T10:08:48.144Z
29,50.432607,-3.555947,7,2.25,2014-11-23T10:08:51.160Z
30,50.432626,-3.555944,7,2.25,2014-11-23T10:08:52.152Z
31,50.432701,-3.555882,28,2,2014-11-23T10:08:56.152Z
32,50.432717,-3.555868,28,2,2014-11-23T10:08:57.134Z
33,50.432786,-3.555811,38,2.75,2014-11-23T10:08:59.144Z
34,50.432806,-3.555787,38,2.75,2014-11-23T10:09:00.125Z
35,50.432862,-3.555703,45,3.5,2014-11-23T10:09:01.141Z
36,50.432868,-3.555661,51,3.5,2014-11-23T10:09:02.152Z
37,50.432931,-3.555576,50,3.5,2014-11-23T10:09:04.144Z
38,50.432966,-3.555527,50,3.75,2014-11-23T10:09:05.139Z
39,50.43301,-3.555438,51,3.25,2014-11-23T10:09:08.134Z
40,50.433024,-3.555394,54,3.25,2014-11-23T10:09:09.144Z
41,50.43304,-3.555308,63,3.25,2014-11-23T10:09:11.110Z
42,50.433059,-3.555258,62,3.25,2014-11-23T10:09:12.150Z
43,50.43309,-3.55515,63,3.5,2014-11-23T10:09:14.132Z
44,50.433098,-3.555114,64,3.25,2014-11-23T10:09:15.134Z
45,50.433143,-3.555004,60,3,2014-11-23T10:09:18.134Z
46,50.433155,-3.554977,60,3,2014-11-23T10:09:19.127Z
47,50.433202,-3.554872,62,3,2014-11-23T10:09:22.149Z
48,50.433188,-3.554826,68,3.0414,2014-11-23T10:09:23.193Z
49,50.433219,-3.554718,64,3,2014-11-23T10:09:26.145Z
50,50.433236,-3.55464,65,3.0414,2014-11-23T10:09:27.136Z
51,50.433255,-3.554535,67,3.0414,2014-11-23T10:09:30.142Z
52,50.433265,-3.554496,67,3.0414,2014-11-23T10:09:31.133Z
53,50.433306,-3.554396,65,3,2014-11-23T10:09:34.148Z
54,50.433293,-3.554354,70,3,2014-11-23T10:09:35.143Z
55,50.43331,-3.554237,74,2.75,2014-11-23T10:09:39.134Z
56,50.433301,-3.554202,80,2.5,2014-11-23T10:09:40.119Z
57,50.433338,-3.554096,72,2.5495,2014-11-23T10:09:43.126Z
58,50.433354,-3.55405,70,2.5495,2014-11-23T10:09:44.127Z
59,50.433391,-3.553949,69,2.75,2014-11-23T10:09:46.134Z
60,50.433391,-3.553917,72,2.75,2014-11-23T10:09:47.153Z
61,50.433421,-3.553809,71,2.5,2014-11-23T10:09:50.143Z
62,50.43342,-3.553772,72,2.75,2014-11-23T10:09:51.144Z
63,50.433394,-3.553659,84,2.75,2014-11-23T10:09:54.150Z
64,50.433397,-3.553619,84,2.75,2014-11-23T10:09:55.125Z
65,50.433411,-3.55348,79,2,2014-11-23T10:10:01.130Z
66,50.433414,-3.553456,81,2,2014-11-23T10:10:02.124Z
67,50.433411,-3.553321,84,2.25,2014-11-23T10:10:07.152Z
68,50.433426,-3.55331,79,2.0616,2014-11-23T10:10:08.143Z
69,50.433414,-3.553172,82,2.3049,2014-11-23T10:10:12.125Z
70,50.433427,-3.553127,84,2.5,2014-11-23T10:10:13.151Z
71,50.433435,-3.553004,86,2.75,2014-11-23T10:10:16.135Z
72,50.43344,-3.552969,87,2.75,2014-11-23T10:10:17.136Z
73,50.433441,-3.552838,86,2.75,2014-11-23T10:10:20.152Z
74,50.433444,-3.552816,86,2.75,2014-11-23T10:10:21.161Z
75,50.433424,-3.552711,95,2.7951,2014-11-23T10:10:24.144Z
76,50.433413,-3.552671,98,2.75,2014-11-23T10:10:25.144Z
77,50.433411,-3.552547,99,2.75,2014-11-23T10:10:28.173Z
78,50.433407,-3.552509,98,2.5,2014-11-23T10:10:29.152Z
79,50.433373,-3.552416,105,2.25,2014-11-23T10:10:32.151Z
80,50.43337,-3.552378,103,2.3049,2014-11-23T10:10:33.134Z
81,50.433337,-3.55226,103,2,2014-11-23T10:10:38.135Z
82,50.433343,-3.552225,99,2,2014-11-23T10:10:39.133Z
83,50.433356,-3.552095,92,2.3049,2014-11-23T10:10:42.123Z
84,50.43335,-3.552059,96,2.3049,2014-11-23T10:10:43.127Z
85,50.433343,-3.551963,96,2,2014-11-23T10:10:47.124Z
86,50.433323,-3.551923,102,2.25,2014-11-23T10:10:48.116Z
87,50.433291,-3.551805,104,2.3049,2014-11-23T10:10:52.137Z
88,50.433285,-3.551772,102,2.3049,2014-11-23T10:10:53.137Z
89,50.433294,-3.551632,97,2.0616,2014-11-23T10:10:57.109Z
90,50.433292,-3.551603,97,2.0616,2014-11-23T10:10:58.130Z
91,50.433285,-3.551466,94,2,2014-11-23T10:11:02.134Z
92,50.433281,-3.551422,91,2.25,2014-11-23T10:11:03.181Z
93,50.433271,-3.551292,95,2.3049,2014-11-23T10:11:07.142Z
94,50.433253,-3.551251,99,2.5495,2014-11-23T10:11:08.214Z
95,50.433223,-3.551119,99,2.25,2014-11-23T10:11:13.144Z
96,50.433233,-3.551075,97,2.3049,2014-11-23T10:11:14.137Z
97,50.43321,-3.550949,104,2,2014-11-23T10:11:19.156Z
98,50.433206,-3.550907,105,2.25,2014-11-23T10:11:20.137Z
99,50.433185,-3.550805,107,2.3049,2014-11-23T10:11:23.134Z
100,50.433164,-3.550777,110,2.5495,2014-11-23T10:11:24.144Z
101,50.433144,-3.550659,107,2.25,2014-11-23T10:11:28.151Z
102,50.433141,-3.550615,104,2.5,2014-11-23T10:11:29.145Z
103,50.433139,-3.550499,99,2.5,2014-11-23T10:11:32.136Z
104,50.433135,-3.550474,102,2.25,2014-11-23T10:11:33.136Z
105,50.43311,-3.550353,101,2.5495,2014-11-23T10:11:37.149Z
106,50.433109,-3.550322,98,2.25,2014-11-23T10:11:38.119Z
107,50.433083,-3.550215,103,2.7951,2014-11-23T10:11:41.136Z
108,50.433075,-3.550176,102,2.5495,2014-11-23T10:11:42.152Z
109,50.433045,-3.550054,106,2.25,2014-11-23T10:11:47.125Z
110,50.433041,-3.550036,107,2.3049,2014-11-23T10:11:48.132Z
111,50.433017,-3.549922,101,2.3049,2014-11-23T10:11:51.153Z
112,50.433033,-3.549884,97,2.3049,2014-11-23T10:11:52.152Z
113,50.433034,-3.54977,99,2.5495,2014-11-23T10:11:55.155Z
114,50.43303,-3.549736,99,2.5495,2014-11-23T10:11:56.133Z
115,50.433044,-3.5496,90,2.5,2014-11-23T10:12:00.119Z
116,50.43303,-3.549563,92,2.5,2014-11-23T10:12:01.144Z
117,50.433028,-3.549436,97,2.25,2014-11-23T10:12:05.146Z
118,50.433025,-3.549392,98,2.3049,2014-11-23T10:12:06.135Z
119,50.433004,-3.549295,97,2.25,2014-11-23T10:12:10.137Z
120,50.433,-3.549245,95,2.25,2014-11-23T10:12:11.158Z
121,50.432974,-3.549118,99,2.5495,2014-11-23T10:12:15.134Z
122,50.432977,-3.549076,99,2.5495,2014-11-23T10:12:16.127Z
123,50.432956,-3.54894,101,2.25,2014-11-23T10:12:21.143Z
124,50.432952,-3.548925,103,2.25,2014-11-23T10:12:22.135Z
125,50.432938,-3.548805,102,2.5,2014-11-23T10:12:25.143Z
126,50.432933,-3.548771,102,2.5,2014-11-23T10:12:26.139Z
127,50.4329,-3.548648,107,2.5,2014-11-23T10:12:29.159Z
128,50.432893,-3.548613,107,2.5,2014-11-23T10:12:30.134Z
129,50.432927,-3.548542,96,2.5,2014-11-23T10:12:32.153Z
130,50.432966,-3.548465,93,2.75,2014-11-23T10:12:33.144Z
131,50.432957,-3.548343,99,2.75,2014-11-23T10:12:36.143Z
132,50.432944,-3.548326,101,2.5,2014-11-23T10:12:37.172Z
133,50.432907,-3.548225,107,2.5,2014-11-23T10:12:40.150Z
134,50.432889,-3.54817,109,2.75,2014-11-23T10:12:41.143Z
135,50.432858,-3.548049,107,2.5495,2014-11-23T10:12:45.154Z
136,50.432862,-3.548,102,2.75,2014-11-23T10:12:46.162Z
137,50.43284,-3.547866,102,2.5,2014-11-23T10:12:50.136Z
138,50.432824,-3.547815,107,2.5495,2014-11-23T10:12:51.143Z
139,50.432805,-3.547707,106,2.75,2014-11-23T10:12:54.125Z
140,50.432799,-3.547671,106,2.75,2014-11-23T10:12:55.133Z
141,50.432823,-3.547549,99,2.75,2014-11-23T10:12:58.126Z
142,50.432823,-3.547526,100,2.5,2014-11-23T10:12:59.179Z
143,50.432825,-3.547425,95,2.75,2014-11-23T10:13:01.100Z
144,50.432827,-3.547376,94,3,2014-11-23T10:13:02.134Z
145,50.432828,-3.547243,96,3,2014-11-23T10:13:05.135Z
146,50.432825,-3.547179,96,3,2014-11-23T10:13:06.129Z
147,50.432812,-3.547051,99,2.75,2014-11-23T10:13:10.258Z
